Location,Sq_Ft,Bedrooms,Bathrooms,Year_Built,Garage,Price
Gumanpura,3370,5,2,1989,Yes,3269014
Dada bari,2127,3,2,2017,Yes,3624576
Gumanpura,3141,3,2,1992,Yes,3094717
Dada bari,3120,5,2,2014,No,3672568
Nayapura,2856,5,1,1992,Yes,2986424
Dada bari,2464,5,1,2018,No,3602380
Gumanpura,2470,1,1,2011,No,3049021
Keshav Pura,3210,1,3,1990,Yes,2757818
Keshav Pura,2432,1,1,1991,Yes,2654683
Keshav Pura,3345,5,2,1986,Yes,2942257
Keshav Pura,2862,2,1,1999,No,2663273
Dada bari,3352,5,3,2009,Yes,3754195
Dada bari,2273,4,1,2007,No,3506938
Dada bari,1923,2,1,1986,No,3324600
Gumanpura,2419,2,2,1982,No,2885222
Nayapura,1864,4,2,1981,No,2787517
Vigyan Nagar,1965,5,2,2005,No,3276928
Nayapura,3135,5,2,1983,No,2977897
Dada bari,3244,5,2,2014,Yes,3732203
Dada bari,2273,3,3,1999,Yes,3450397
Keshav Pura,3042,2,1,2019,Yes,2959210
Keshav Pura,2264,3,1,1986,Yes,2633991
Gumanpura,2941,5,3,2002,Yes,3037718
Keshav Pura,1569,1,1,1988,Yes,2559168
Vigyan Nagar,1574,3,3,2006,Yes,3202978
Gumanpura,2019,4,3,2003,Yes,2966814
Keshav Pura,2657,2,1,2006,No,2581955
Keshav Pura,1701,2,3,1999,No,2592164
Vigyan Nagar,2294,1,2,2004,No,3099426
Vigyan Nagar,1404,2,2,1981,No,3075010
Dada bari,2209,2,2,1997,Yes,3425757
Gumanpura,2592,1,3,2010,No,3009294
Nayapura,2759,5,1,2016,Yes,3060718
Gumanpura,1782,4,2,2001,No,2876777
Nayapura,3260,4,3,2007,No,3082016
Keshav Pura,1849,1,1,2021,No,2618915
Keshav Pura,1760,1,1,1998,Yes,2633818
Dada bari,1242,2,1,2000,Yes,3280367
Dada bari,1702,2,1,2003,Yes,3395067
Dada bari,2374,1,1,1985,No,3360446
Dada bari,2849,4,2,2014,No,3607919
Nayapura,2305,4,1,2022,Yes,3170668
Keshav Pura,1203,5,2,1983,No,2434914
Gumanpura,3080,4,3,2020,No,3143518
Dada bari,2583,4,3,2013,Yes,3580855
Nayapura,2834,4,1,2021,Yes,3244404
Keshav Pura,1743,4,3,2013,Yes,2822743
Keshav Pura,2974,2,3,2013,Yes,2885499
Keshav Pura,2568,4,3,1991,Yes,2713893
Vigyan Nagar,2705,4,3,1985,Yes,3340509
Keshav Pura,1294,3,3,2015,Yes,2731427
Dada bari,2524,1,1,1988,Yes,3570907
Nayapura,1986,4,2,2001,No,2828459
Nayapura,3232,4,3,2023,No,3215765
Keshav Pura,1790,5,3,1982,No,2560515
Vigyan Nagar,2373,5,1,2000,No,3261338
Vigyan Nagar,1890,1,3,1980,No,3120331
Keshav Pura,1911,4,1,1997,No,2577139
Vigyan Nagar,1064,5,3,1986,Yes,3104107
Keshav Pura,1545,5,1,1980,No,2464058
Nayapura,3175,5,2,2022,Yes,3296398
Dada bari,1728,5,2,1981,No,3311672
Gumanpura,3389,2,3,1985,No,3118057
Dada bari,3322,4,1,1984,No,3513288
Dada bari,2495,4,2,1982,No,3433826
Keshav Pura,1970,1,3,1991,No,2592291
Gumanpura,1819,1,2,2000,No,2773758
Keshav Pura,1104,3,3,1995,Yes,2498737
Keshav Pura,2249,1,2,2010,No,2722551
Nayapura,1023,5,2,2019,No,2821295
Dada bari,2992,1,2,2003,No,3550329
Keshav Pura,979,1,3,1987,Yes,2554073
Gumanpura,3471,5,3,2007,Yes,3164929
Gumanpura,1073,5,2,2002,No,2701954
Keshav Pura,1730,1,1,1982,Yes,2588117
Nayapura,3314,1,2,1986,Yes,2972000
Keshav Pura,3092,4,3,2000,No,2712792
Vigyan Nagar,2463,1,3,2020,Yes,3413662
Dada bari,1678,5,2,1995,No,3310643
Vigyan Nagar,2475,5,3,1983,Yes,3397437
Nayapura,1750,5,3,2006,Yes,2865821
Vigyan Nagar,3329,3,3,1997,Yes,3522476
Dada bari,3292,2,3,2014,Yes,3761964
Keshav Pura,3432,3,2,2007,Yes,2821453
Vigyan Nagar,3364,2,2,2023,No,3520162
Keshav Pura,3069,5,2,2005,No,2784822
Gumanpura,1354,4,1,2002,Yes,2823762
Keshav Pura,2587,5,2,2017,No,2866443
Vigyan Nagar,3160,1,2,1999,Yes,3379992
Keshav Pura,1741,2,2,2015,Yes,2663331
Vigyan Nagar,2172,2,2,2014,Yes,3456552
Vigyan Nagar,1925,4,2,1997,No,3081440
Nayapura,1166,1,3,2014,Yes,2914190
Nayapura,1023,2,3,2001,Yes,2634094
Dada bari,2806,5,2,1985,No,3581093
Keshav Pura,1708,5,1,1984,Yes,2534045
Vigyan Nagar,1069,3,1,2016,No,3214052
Gumanpura,3013,3,2,2017,No,3135303
Vigyan Nagar,1837,3,1,1992,No,3158746
Vigyan Nagar,2239,4,1,1999,Yes,3334154
Nayapura,1511,5,1,1987,No,2704240
Nayapura,1064,5,1,1987,Yes,2813961
Keshav Pura,2299,3,1,2006,No,2583524
Keshav Pura,2431,5,1,2016,Yes,2934237
Vigyan Nagar,2427,1,3,2017,No,3410914
Keshav Pura,2010,5,1,1990,Yes,2718587
Keshav Pura,2349,2,1,1987,Yes,2597257
Gumanpura,2447,4,3,1989,No,3026370
Dada bari,2284,4,1,2012,No,3502857
Nayapura,1195,3,1,2023,Yes,2877695
Vigyan Nagar,1427,1,1,2010,No,3161953
Dada bari,2820,4,3,1981,Yes,3613853
Gumanpura,1207,2,3,2022,No,2885824
Dada bari,2617,5,1,2017,No,3521344
Gumanpura,3256,2,2,1996,Yes,3093404
Dada bari,1375,3,1,1984,Yes,3399164
Gumanpura,1729,5,3,1982,No,2920005
Dada bari,1571,4,2,1984,Yes,3447021
Keshav Pura,3461,1,1,2012,No,2794852
Keshav Pura,2872,4,2,2010,No,2842364
Vigyan Nagar,2081,2,3,1992,Yes,3337464
Gumanpura,3186,5,3,2004,No,2983733
Vigyan Nagar,2338,3,1,1989,No,3256251
Nayapura,2952,2,3,2019,Yes,3232182
Gumanpura,2969,3,3,1981,No,3034852
Gumanpura,1791,5,2,1983,Yes,2848600
Keshav Pura,2902,2,3,2015,Yes,2899935
Nayapura,3160,3,2,1983,Yes,3044348
Gumanpura,2330,2,3,1996,Yes,3079699
Gumanpura,2809,5,3,1996,No,3023882
Vigyan Nagar,2045,1,2,2005,Yes,3352482
Nayapura,3323,5,1,1984,Yes,3106691
Vigyan Nagar,2668,4,1,1980,No,3228940
Nayapura,2157,5,2,1995,No,2861568
Nayapura,1446,3,1,1999,No,2740906
Dada bari,1799,1,3,1985,No,3334068
Keshav Pura,3069,3,1,1987,No,2741009
Nayapura,3425,1,1,2003,No,3025938
Vigyan Nagar,1331,1,3,1982,Yes,3226070
Nayapura,2787,3,1,2000,No,2942343
Dada bari,2808,3,3,2016,Yes,3658203
Keshav Pura,3436,1,3,2023,No,2950005
Gumanpura,3211,4,2,1995,Yes,3150475
Gumanpura,2498,1,2,2001,Yes,2941328
Nayapura,1070,1,3,2003,Yes,2646352
Dada bari,2030,2,3,1981,No,3429191
Dada bari,2045,3,2,2022,Yes,3716419
Gumanpura,2669,5,3,2005,Yes,3031011
Vigyan Nagar,3469,2,3,1998,Yes,3490871
Nayapura,2302,1,2,2007,Yes,2960230
Dada bari,1365,5,1,1988,No,3279301
Keshav Pura,2711,4,3,1994,No,2656641
Keshav Pura,1809,3,1,1999,No,2422871
Vigyan Nagar,2876,4,1,2007,No,3358046
Dada bari,2369,5,3,2014,Yes,3638124
Dada bari,1359,5,3,1986,No,3214403
Keshav Pura,2416,3,3,2006,Yes,2780747
Gumanpura,2618,5,3,1997,No,3014853
Gumanpura,1526,5,1,2008,Yes,2868266
Keshav Pura,2646,2,1,1984,Yes,2745130
Vigyan Nagar,2870,4,3,1996,Yes,3465566
Vigyan Nagar,1879,4,1,2019,Yes,3419930
Gumanpura,1587,4,2,2009,No,2925099
Keshav Pura,1377,2,1,1991,Yes,2544368
Vigyan Nagar,1069,1,2,1986,No,2922768
Keshav Pura,2751,5,3,2011,No,2685630
Keshav Pura,1117,2,1,2017,No,2560530
Gumanpura,2666,5,2,1989,No,2928706
Vigyan Nagar,2217,4,1,1999,No,3222895
Gumanpura,2246,4,1,1991,Yes,2957765
Dada bari,1235,4,1,2012,No,3318459
Gumanpura,1440,3,1,2007,Yes,2819193
Dada bari,2843,1,2,1999,No,3395643
Keshav Pura,3468,1,1,1997,Yes,2770158
Gumanpura,2558,4,2,2014,Yes,3147933
Keshav Pura,3153,3,2,1987,No,2706778
Vigyan Nagar,2829,2,3,2023,Yes,3652038
Dada bari,1353,4,1,2009,Yes,3411839
Vigyan Nagar,1155,4,2,2020,No,3235519
Dada bari,2559,2,1,2010,Yes,3598019
Dada bari,1618,2,1,2010,Yes,3463315
Nayapura,2733,4,1,1983,No,2890311
Gumanpura,2620,4,3,2007,Yes,3015569
Keshav Pura,2179,4,3,1994,No,2552013
Keshav Pura,2623,1,1,2013,Yes,2795192
Nayapura,1601,5,2,1997,No,2771961
Dada bari,1479,4,1,2011,No,3420376
Keshav Pura,2239,5,1,2019,No,2833601
Keshav Pura,2457,1,2,1995,No,2644291
Nayapura,2593,3,1,1985,Yes,2945192
Dada bari,3075,2,1,2021,Yes,3856463
Vigyan Nagar,2370,2,1,2001,No,3259457
Nayapura,1589,5,3,2015,No,2817073
Vigyan Nagar,3305,3,2,1994,No,3288382
Nayapura,3248,2,1,2006,No,2965880
Vigyan Nagar,3353,1,3,1981,Yes,3437102
Nayapura,3094,5,3,1986,No,3048041
Keshav Pura,2633,4,1,1994,No,2671458
Gumanpura,3185,4,2,1991,Yes,3086209
Dada bari,3462,4,3,1996,No,3513894
Dada bari,1436,5,2,2014,No,3359621
Dada bari,1808,1,3,2019,Yes,3509452
Vigyan Nagar,1450,3,2,2017,No,3229062
Nayapura,3416,2,3,2004,Yes,3010331
Nayapura,2839,1,3,2021,Yes,3174926
Nayapura,3411,4,3,2017,Yes,3209790
Gumanpura,2509,4,2,2023,No,3194616
Dada bari,1987,2,3,1983,No,3352065
Vigyan Nagar,3341,2,1,2001,Yes,3387930
Nayapura,1820,5,1,2014,No,2832307
Nayapura,3212,1,2,1995,No,2870521
Vigyan Nagar,1002,2,3,2021,Yes,3197925
Dada bari,2027,3,2,2004,No,3308613
Nayapura,1265,5,3,2013,Yes,2860739
Dada bari,1952,2,1,1982,No,3236559
Keshav Pura,3424,5,2,1981,No,2864955
Gumanpura,3181,5,1,2014,No,3115673
Vigyan Nagar,1933,4,1,2008,Yes,3212112
Nayapura,1155,2,3,2020,No,2830830
Gumanpura,2600,4,3,2006,Yes,3006882
Keshav Pura,2885,1,1,1987,Yes,2777133
Dada bari,1061,5,2,2012,No,3378519
Nayapura,998,4,3,2002,Yes,2670444
Gumanpura,3326,1,2,1989,Yes,3159581
Nayapura,1297,5,1,1991,Yes,2723994
Vigyan Nagar,2272,1,1,1993,No,3197724
Vigyan Nagar,2650,1,2,2008,No,3339961
Nayapura,2498,1,2,2014,No,2860216
Vigyan Nagar,2033,2,3,2014,Yes,3381062
Vigyan Nagar,2808,2,1,1982,No,3174879
Dada bari,2646,2,3,2008,No,3515337
Dada bari,2089,1,1,1998,Yes,3344231
Vigyan Nagar,2345,1,1,1987,Yes,3327264
Vigyan Nagar,1914,4,3,2008,No,3240409
Gumanpura,1965,2,2,2011,No,2998289
Dada bari,1117,2,3,2021,Yes,3471205
Dada bari,3401,4,2,2019,No,3718601
Dada bari,3330,1,2,1993,No,3452344
Nayapura,2997,2,3,2010,Yes,3141304
Dada bari,1264,1,3,1992,Yes,3417165
Keshav Pura,1099,2,3,1997,Yes,2565195
Dada bari,2432,3,2,1985,Yes,3437874
Dada bari,2922,2,3,2004,No,3554392
Dada bari,3452,4,2,2020,No,3771055
Gumanpura,2120,3,3,2006,Yes,2961205
Nayapura,1165,3,1,2021,No,2812812
Nayapura,1956,1,3,2006,No,2706558
Dada bari,2059,4,1,1988,Yes,3560266
Dada bari,1979,3,1,2013,Yes,3639266
Nayapura,1487,2,2,2017,No,2822453
Nayapura,1674,1,2,2021,No,2898211
Keshav Pura,1969,5,3,2001,No,2538104
Keshav Pura,1457,3,2,1987,No,2465123
Gumanpura,1519,4,3,2007,Yes,2926961
Vigyan Nagar,2965,3,3,1982,Yes,3434370
Vigyan Nagar,2644,5,2,1990,Yes,3427960
Vigyan Nagar,1077,2,1,1982,No,2937147
Nayapura,1981,5,1,2017,Yes,3084955
Gumanpura,2646,4,3,2017,Yes,3300419
Gumanpura,2334,1,2,2017,No,3032287
Keshav Pura,3414,2,3,1984,No,2841443
Nayapura,1105,3,2,2005,No,2690838
Nayapura,1345,1,1,2002,Yes,2736560
Dada bari,2749,1,1,1981,Yes,3469669
Gumanpura,1087,3,2,2000,Yes,2768890
Gumanpura,2522,5,3,2019,Yes,3201924
Keshav Pura,2164,3,1,2007,Yes,2800411
Keshav Pura,2364,2,2,2022,No,2808784
Dada bari,1569,5,2,2021,Yes,3532725
Keshav Pura,2573,4,2,2023,No,2818004
Keshav Pura,3091,4,1,2017,No,2911985
Gumanpura,1901,3,1,2016,No,2922436
Vigyan Nagar,2840,4,1,2022,No,3404671
Keshav Pura,2442,5,1,1998,No,2576697
Nayapura,3068,3,3,1980,Yes,3076906
Vigyan Nagar,1766,1,2,2003,No,3166953
Dada bari,2523,4,3,1996,Yes,3616439
Gumanpura,2553,4,1,2004,No,2955804
Dada bari,1171,4,1,1994,Yes,3418623
Gumanpura,3403,1,2,2020,Yes,3264262
Dada bari,2403,1,3,2021,No,3481535
Keshav Pura,2547,4,2,1997,Yes,2737568
Keshav Pura,1632,1,1,1995,Yes,2556102
Keshav Pura,2158,4,2,1992,Yes,2620050
Nayapura,2730,4,1,2000,Yes,2949316
Vigyan Nagar,1014,2,1,2017,No,3080476
Nayapura,1518,5,1,1984,Yes,2853665
Dada bari,2577,2,3,2009,No,3586798
Nayapura,1799,2,2,2007,No,2798771
Keshav Pura,2592,5,3,2020,Yes,2938296
Nayapura,1641,4,1,2014,No,2848401
Gumanpura,1733,3,3,2006,No,2776631
Nayapura,1656,5,3,1986,Yes,2855858
Nayapura,2871,5,3,1986,No,2897827
Vigyan Nagar,2884,1,3,1991,No,3261503
Nayapura,3002,4,3,2016,No,3028085
Vigyan Nagar,1828,3,2,1993,No,3137805
Dada bari,2160,2,3,1988,Yes,3533801
Gumanpura,1343,5,1,2018,Yes,2953858
Dada bari,1935,4,2,1991,No,3442807
Vigyan Nagar,2606,3,2,2020,Yes,3483889
Dada bari,2993,4,1,1995,No,3421479
Keshav Pura,2114,3,2,2004,Yes,2735004
Vigyan Nagar,2367,1,1,2011,Yes,3260802
Keshav Pura,1441,5,1,1988,Yes,2568647
Nayapura,1014,3,1,2018,No,2839412
Dada bari,2123,2,3,2007,No,3458255
Nayapura,1348,2,3,1991,Yes,2788044
Dada bari,3198,3,1,2013,No,3573708
Keshav Pura,1563,1,1,1994,No,2546250
Vigyan Nagar,2635,2,2,2004,No,3243499
Nayapura,1380,5,3,1995,No,2715440
Dada bari,2929,2,2,2016,No,3573816
Nayapura,1421,4,1,2009,Yes,2892180
Nayapura,2016,5,3,2006,No,2848022
Vigyan Nagar,2392,5,2,1991,No,3195568
Dada bari,2896,4,3,1996,Yes,3594974
Vigyan Nagar,2958,5,2,2023,Yes,3706549
Gumanpura,2605,4,2,2003,No,3038955
Gumanpura,2079,5,3,2009,No,3027286
Nayapura,1991,5,2,1993,No,2860584
Keshav Pura,2881,4,2,2017,Yes,3025017
Gumanpura,1884,1,3,1982,Yes,2882312
Vigyan Nagar,1912,3,3,1981,No,3150701
Nayapura,1411,2,3,2015,No,2833419
Dada bari,1679,1,3,1981,Yes,3407150
Dada bari,3220,2,3,1983,Yes,3612669
Dada bari,2492,5,2,2006,Yes,3587770
Vigyan Nagar,3193,2,2,1999,Yes,3480970
Keshav Pura,2941,5,1,2016,Yes,2973314
Vigyan Nagar,1828,5,1,2002,Yes,3256043
Gumanpura,1084,4,1,2014,Yes,2836746
Keshav Pura,1774,5,1,1997,No,2514609
Keshav Pura,2773,1,3,2008,No,2678855
Dada bari,1280,1,3,2008,Yes,3437713
Keshav Pura,3090,3,1,2021,Yes,3009451
Dada bari,1920,2,2,1995,No,3410056
Vigyan Nagar,3417,2,2,2000,Yes,3373312
Dada bari,1091,5,3,1982,No,3212823
Dada bari,1256,4,1,1998,Yes,3262536
Keshav Pura,1759,2,3,2005,Yes,2688026
Gumanpura,2733,5,3,1981,Yes,3172324
Keshav Pura,1817,3,1,1989,Yes,2655964
Dada bari,2049,1,2,1980,Yes,3418508
Vigyan Nagar,3064,2,2,1997,No,3307747
Nayapura,1165,1,1,1992,No,2687485
Keshav Pura,3347,5,1,2016,Yes,2979691
Nayapura,1037,2,1,2006,Yes,2646226
Vigyan Nagar,1682,2,1,2011,Yes,3325557
Vigyan Nagar,3474,1,2,2007,Yes,3550578
Nayapura,2144,2,1,1984,No,2657791
Vigyan Nagar,3343,3,3,2023,Yes,3582880
Gumanpura,2779,3,3,1987,No,2963695
Dada bari,1209,4,3,2011,Yes,3465573
Nayapura,1480,1,2,2012,Yes,2755854
Dada bari,2705,4,2,1980,No,3498462
Gumanpura,1989,2,1,1990,Yes,2855850
Keshav Pura,3343,4,3,2009,No,2758395
Keshav Pura,2025,1,3,2021,Yes,2878060
Keshav Pura,1409,1,1,1990,No,2433405
Dada bari,3334,3,2,2002,No,3607868
Nayapura,1366,3,3,2015,Yes,2984429
Dada bari,2654,1,1,1995,No,3421271
Keshav Pura,2846,4,1,1994,No,2733431
Nayapura,3461,1,3,1989,Yes,2959441
Gumanpura,2460,1,3,2001,Yes,2983974
Nayapura,3369,5,1,1984,Yes,3138857
Keshav Pura,1818,4,2,1988,Yes,2702233
Vigyan Nagar,2425,5,2,2019,Yes,3496421
Gumanpura,3279,2,2,2023,Yes,3261539
Nayapura,2732,2,3,1988,No,2950524
Gumanpura,2148,4,2,1998,Yes,2899497
Keshav Pura,1177,3,2,1991,No,2416414
Nayapura,1368,3,1,1986,No,2605213
Gumanpura,2048,4,1,2007,Yes,2912636
Nayapura,3285,3,1,1987,Yes,3061003
Nayapura,1804,1,2,2001,Yes,2790667
Gumanpura,2773,4,1,2002,Yes,3048521
Gumanpura,2834,2,3,2014,No,2987820
Nayapura,3118,2,2,2004,No,2934901
Keshav Pura,1090,5,3,1981,Yes,2621729
Keshav Pura,2788,4,2,1997,Yes,2732612
Dada bari,1940,1,1,2011,No,3416203
Keshav Pura,2232,4,3,1998,No,2531861
Dada bari,3428,2,2,1997,No,3463426
Dada bari,1011,3,2,1996,Yes,3234841
Vigyan Nagar,1110,1,1,2021,Yes,3193507
Keshav Pura,2572,2,1,2008,No,2646924
Gumanpura,2764,3,1,1989,Yes,2975605
Vigyan Nagar,1802,4,1,2011,Yes,3221742
Keshav Pura,1184,3,2,1996,No,2449489
Keshav Pura,1477,5,2,1983,No,2555915
Nayapura,1273,4,2,2021,Yes,2921980
Vigyan Nagar,2377,3,3,1998,Yes,3368021
Gumanpura,1556,1,1,2022,Yes,3136063
Nayapura,1971,5,1,1996,Yes,2901554
Dada bari,1301,1,3,1984,No,3165106
Nayapura,1022,4,3,1988,Yes,2814490
Vigyan Nagar,3255,1,2,1986,No,3374267
Keshav Pura,2802,5,1,2015,Yes,2995713
Gumanpura,2959,4,1,2004,Yes,3141773
Vigyan Nagar,2083,2,2,1997,No,3143771
Vigyan Nagar,3092,5,1,2023,Yes,3553826
Dada bari,2612,3,3,2022,No,3601812
Keshav Pura,1071,1,1,1999,Yes,2384197
Dada bari,1333,4,3,2016,Yes,3475212
Nayapura,1106,1,2,2009,Yes,2833922
Vigyan Nagar,1180,4,2,1998,No,3024626
Keshav Pura,1578,5,3,2002,No,2497123
Vigyan Nagar,3309,1,1,2010,No,3299110
Gumanpura,1504,5,3,2021,Yes,3140567
Gumanpura,1255,1,2,2016,Yes,2876717
Vigyan Nagar,1097,5,1,1985,Yes,3088244
Nayapura,3121,5,2,1987,No,2945935
Dada bari,997,5,1,2013,No,3306758
Gumanpura,1192,2,2,1980,Yes,2896322
Dada bari,2236,4,2,2017,No,3636758
Keshav Pura,998,5,2,1985,No,2483149
Dada bari,2301,5,1,1985,No,3360698
Vigyan Nagar,3087,1,3,2017,No,3348312
Nayapura,993,2,1,1980,No,2526564
Vigyan Nagar,2611,5,2,1995,No,3262238
Keshav Pura,1213,1,3,1984,Yes,2448279
Vigyan Nagar,2978,2,1,1994,No,3191528
Keshav Pura,1947,5,1,1997,Yes,2564334
Keshav Pura,1137,3,3,1996,Yes,2567233
Vigyan Nagar,2942,5,1,1985,Yes,3499805
Dada bari,2042,4,1,2001,No,3322195
Dada bari,2572,2,3,1985,Yes,3493687
Dada bari,2827,1,3,2023,No,3711591
Vigyan Nagar,2248,5,3,2007,No,3162874
Keshav Pura,1209,3,3,1984,Yes,2462292
Dada bari,3233,4,1,2007,Yes,3633927
Keshav Pura,1011,3,3,1992,No,2407462
Gumanpura,2586,4,3,2000,No,2976941
Gumanpura,1878,3,3,2017,No,2930596
Nayapura,2617,1,2,2011,No,2933215
Vigyan Nagar,2566,5,1,2003,No,3264389
Nayapura,1920,5,3,1991,Yes,2881388
Vigyan Nagar,1570,1,1,2022,No,3226772
Keshav Pura,2008,3,3,1999,Yes,2712471
Vigyan Nagar,1306,4,2,2001,No,3024547
Gumanpura,1066,2,3,2013,No,2755751
Vigyan Nagar,3226,3,3,2017,Yes,3488088
Dada bari,1353,1,2,2014,Yes,3394527
Nayapura,3148,4,3,1993,No,2869462
Nayapura,2283,3,2,1991,No,2730380
Vigyan Nagar,1685,1,1,1981,Yes,3219966
Vigyan Nagar,2929,1,3,1984,Yes,3428915
Dada bari,2972,5,1,1986,Yes,3683922
Vigyan Nagar,2762,4,1,2021,Yes,3483377
Gumanpura,1240,3,3,2002,No,2663216
Nayapura,2598,4,3,2001,No,2898807
Vigyan Nagar,1623,3,3,1984,No,3152459
Nayapura,2882,2,1,2004,Yes,2954635
Nayapura,1240,1,2,2008,No,2757845
Keshav Pura,1309,1,1,2013,No,2549139
Gumanpura,3047,5,3,2004,No,3069647
Dada bari,2516,3,1,1996,No,3389909
Keshav Pura,1869,4,2,1981,No,2447261
Nayapura,1739,4,2,2008,Yes,2843054
Nayapura,2371,3,1,1982,Yes,2982958
Nayapura,1411,2,2,1984,Yes,2801391
Keshav Pura,1153,5,2,1983,Yes,2482416
Dada bari,2077,4,1,2023,Yes,3617715
Gumanpura,1431,5,2,1995,Yes,2951018
Gumanpura,2869,2,3,2019,No,3190055
Keshav Pura,1989,5,3,1991,Yes,2684091
Gumanpura,1007,4,1,2003,No,2734194
Gumanpura,1016,3,1,2008,No,2809983
Nayapura,1396,4,3,2022,No,2906253
Vigyan Nagar,2876,1,2,1993,No,3175441
Nayapura,2303,4,2,2002,Yes,2954697
Gumanpura,1862,5,3,2006,No,2892047
Dada bari,2346,1,3,2003,Yes,3584841
Nayapura,2869,3,2,1993,No,2906602
Vigyan Nagar,1108,5,2,1998,Yes,3112095
Gumanpura,3091,4,2,1991,Yes,3213164
Nayapura,1258,4,2,2002,Yes,2816215
Vigyan Nagar,1441,3,1,1989,No,3038693
Dada bari,1287,5,1,2003,No,3196793
Nayapura,1069,1,1,2003,Yes,2711671
Gumanpura,3143,4,3,1996,Yes,3058441
Nayapura,2591,2,3,2023,Yes,3135243
Gumanpura,1674,5,2,2009,Yes,3074141
Keshav Pura,1861,2,1,1985,No,2484685
Vigyan Nagar,2705,4,2,2010,Yes,3473778
Keshav Pura,1354,5,2,1999,No,2562470
Vigyan Nagar,1669,3,1,1987,Yes,3227898
Dada bari,2521,3,3,1996,Yes,3497963
Dada bari,1419,1,2,1993,Yes,3309946
Dada bari,1814,3,1,1986,No,3269237
Dada bari,1879,3,1,2007,No,3291705
Nayapura,2160,5,3,1990,No,2762876
Nayapura,3331,4,3,1992,Yes,3124887
Gumanpura,2921,4,2,1980,No,2913550
Dada bari,2444,2,1,2002,Yes,3597369
Dada bari,1073,3,1,1990,Yes,3327283
Nayapura,1414,1,2,1989,No,2652213
Gumanpura,1797,4,3,1984,No,2785137
Keshav Pura,1034,4,3,2003,Yes,2590996
Nayapura,3370,5,2,1991,Yes,3077288
Keshav Pura,3090,1,2,1995,No,2783440
Dada bari,1449,2,3,2012,Yes,3484741
Vigyan Nagar,3146,4,2,1993,No,3348925
Vigyan Nagar,1081,3,3,2011,Yes,3276275
Vigyan Nagar,2870,3,1,1994,Yes,3423004
Dada bari,2123,4,1,1990,No,3335423
Dada bari,1460,5,3,1999,Yes,3480394
Vigyan Nagar,2216,1,1,2021,No,3235464
Dada bari,3359,5,3,1987,Yes,3736214
Keshav Pura,2648,4,2,2003,No,2653476
Dada bari,2303,3,1,2014,Yes,3513065
Dada bari,1214,2,2,2014,Yes,3383694
Nayapura,2787,1,3,1994,Yes,2863828
Vigyan Nagar,1382,1,1,1984,No,2982960
Keshav Pura,997,5,1,2008,No,2458694
Keshav Pura,1218,4,3,1990,No,2385170
Keshav Pura,2375,5,2,1993,Yes,2808584
Keshav Pura,1200,5,3,1999,Yes,2621815
Vigyan Nagar,994,1,3,2003,No,3032123
Nayapura,3027,3,3,2001,No,2855405
Gumanpura,2640,4,1,2017,No,3038412
Dada bari,1194,5,3,2023,No,3443607
Dada bari,2412,5,3,1996,No,3370109
Dada bari,2642,1,2,1986,Yes,3530729
Vigyan Nagar,1718,2,2,1988,No,3075633
Gumanpura,1337,4,3,2008,No,2848661
Vigyan Nagar,2565,3,3,2020,No,3435107
Dada bari,1920,3,2,2008,No,3375264
Keshav Pura,1765,5,3,1998,Yes,2640375
Dada bari,2824,4,2,2019,No,3646868
Keshav Pura,1478,4,2,2001,Yes,2660639
Nayapura,2451,1,3,2006,Yes,2985339
Gumanpura,1051,2,3,1995,No,2703582
Gumanpura,1723,4,3,1985,No,2920225
Dada bari,2038,5,2,1993,Yes,3416123
Keshav Pura,2642,3,1,2011,No,2736528
Nayapura,3122,2,2,2012,Yes,3055903
Gumanpura,1391,5,1,1991,No,2796617
Gumanpura,1380,2,3,2000,Yes,2789957
Nayapura,3348,5,3,2002,Yes,3178701
Nayapura,1483,2,3,1990,Yes,2771172
Dada bari,1534,3,1,1980,No,3242083
Gumanpura,1348,3,3,1983,Yes,2957354
Dada bari,1526,1,3,2003,Yes,3308101
Nayapura,1548,3,2,1980,No,2693757
Gumanpura,2431,3,3,2017,Yes,3120677
Keshav Pura,3049,5,2,1999,Yes,2897019
Dada bari,1494,4,1,2016,Yes,3438833
Gumanpura,2237,2,2,1992,No,2889472
Dada bari,1208,1,1,2012,No,3227768
Keshav Pura,2839,5,1,2021,Yes,2987202
Keshav Pura,3007,2,1,2015,Yes,2877629
Gumanpura,3268,3,2,1997,Yes,3110673
Nayapura,2257,3,2,1986,No,2781153
Nayapura,1587,1,2,2020,Yes,2988650
Dada bari,2137,3,2,1980,Yes,3534738
Dada bari,3245,2,2,2010,No,3641284
Keshav Pura,1311,4,3,2002,No,2442854
Keshav Pura,1626,1,3,1981,Yes,2580573
Gumanpura,1020,1,1,2005,Yes,2694838
Vigyan Nagar,2284,5,3,2008,Yes,3381606
Vigyan Nagar,1019,2,1,1982,Yes,3108995
Nayapura,1005,4,2,1991,No,2622420
Nayapura,1670,1,1,2009,No,2751148
Keshav Pura,1254,2,2,2002,Yes,2545300
Nayapura,1349,2,3,1996,Yes,2682050
Nayapura,1039,4,3,2015,Yes,2891558
Vigyan Nagar,1427,5,3,1991,Yes,3177279
Dada bari,1950,4,3,1983,Yes,3523741
Dada bari,2821,1,2,2023,No,3704916
Gumanpura,1128,2,1,1982,Yes,2720893
